t,id,age,number_employees,total_effort,output
14, 12, 15,8,2.315574325068432,5.918867916219713
14, 45, 1,1,0.806119387471266,0.7593054797093203
14, 46, 1,1,0.9992188623283971,1.3359322493717045
15, 12, 16,8,1.761482065243217,3.724840417765863
15, 47, 1,1,0.988328477451956,1.1792182072098802
15, 48, 1,1,0.8941119947380327,0.9614998540826916
16, 12, 17,8,2.2978843619355396,5.842227454846247
16, 49, 1,1,0.8066728304713096,0.7411910772445385
16, 50, 1,1,0.9991648634498712,1.1903670009155376
17, 12, 18,8,1.7713004313280343,3.7599272872442606
17, 51, 1,1,0.98986201274284,0.9562615115655607
17, 52, 1,1,0.9002306057558974,1.210601479384032
18, 12, 19,7,1.8695989130061417,4.118884044312378
18, 53, 1,1,0.7316398272922351,0.9409562348891229
18, 54, 1,1,0.7931075938869109,0.8110309070894339
18, 55, 1,1,0.9989953438568316,1.2156827970120048
19, 12, 20,8,1.9761585886313404,4.5236337340910024
19, 56, 1,1,0.9866837997141594,1.2622049146362149
19, 57, 1,1,0.8975661237708734,1.25185416348846
20, 12, 21,8,2.2012885265151074,5.431279692625296
20, 58, 1,1,0.8091542766419114,0.8596418203089715
20, 59, 1,1,0.999169855167468,1.2421573375494137
21, 12, 22,8,1.8209495270691294,3.939490594670287
21, 60, 1,1,0.9893169860426743,1.394874506457267
21, 61, 1,1,0.8902127407191954,1.3183864568784238
22, 12, 23,7,1.8558010792876918,4.067659638684624
22, 62, 1,1,0.7446655010244239,0.8992025310701044
22, 63, 1,1,0.8179941594429536,0.8642627738915588
22, 64, 1,1,0.9991334690818109,1.036664171934579
23, 12, 24,8,1.9833880196845597,4.551677197376005
23, 65, 1,1,0.9880575208312862,1.6257760254503215
23, 66, 1,1,0.8889520051044087,0.9027718236673807
24, 12, 25,8,2.1978965902393117,5.417082179512802
24, 67, 1,1,0.808670842330725,1.0653661655169344
24, 68, 1,1,0.9991911434677561,1.4384476825153412
25, 12, 26,8,1.8226330169733767,3.9456415801329756
25, 69, 1,1,0.9891574209394879,1.0612530004994358
25, 70, 1,1,0.9024990866817566,1.0202303878675205
26, 12, 27,8,2.2697993551214344,5.721427954662031
26, 71, 1,1,0.7785183490581301,0.8972448289380892
26, 72, 1,1,0.999119181809361,1.4394220776377253
27, 12, 28,9,2.53565129275018,6.9077024924349315
27, 73, 1,1,0.9898010545820232,0.9429419063331566
28, 12, 29,8,1.6393697310321533,3.3002202586492246
28, 74, 1,1,0.9992702107189986,1.2379903311095704
28, 75, 1,1,0.89194238486501,1.0740275674361168
29, 12, 30,8,2.3704679287311623,6.159398236699891
29, 76, 1,1,0.7913572459354692,1.0366630228360212
29, 77, 1,1,0.9902597910325949,1.1382555266683445
30, 12, 31,8,1.6960323116123561,3.494536040733089
30, 78, 1,1,0.9990279126053009,1.304294781542078
30, 79, 1,1,0.8914738457869874,0.9438507171952556
31, 12, 32,7,1.9221385942391498,4.3164288362694245
31, 80, 1,1,0.7324526915596311,1.0334893729108483
31, 81, 1,1,0.7819577876511234,0.8648636022644146
31, 82, 1,1,0.9887877332425736,1.241263136338431
32, 12, 33,8,1.9155191215810246,4.291323433958778
32, 83, 1,1,0.999151050357169,1.3817955552736851
32, 84, 1,1,0.9011675209556625,1.0075412898577867
33, 12, 34,8,2.2626271616208107,5.690751612510022
33, 85, 1,1,0.7975214193744362,0.8156121411921619
33, 86, 1,1,0.9895998076483856,1.2653653477429327
34, 12, 35,8,1.7525142431488114,3.692915389154827
34, 87, 1,1,0.999038203506143,1.0985236065469723
34, 88, 1,1,0.909113606804398,1.1080263579818543
35, 12, 36,7,1.9065156607603124,4.2572765197413895
35, 89, 1,1,0.7432030591477888,0.7834961154382775
35, 90, 1,1,0.8103045507720313,0.9971491775301253
35, 91, 1,1,0.9886833101078779,1.6720490316281649
36, 12, 37,8,1.9237029452640242,4.322370994282396
36, 92, 1,1,0.9991637447737743,1.6550628170011792
36, 93, 1,1,0.8916291113655721,1.2290594261673262
37, 12, 38,8,2.258826029466666,5.6745222453254165
37, 94, 1,1,0.7814630534141962,1.1463127606223922
37, 95, 1,1,0.986992525461419,1.6010638813678801
38, 12, 39,9,2.5047618761736437,6.764989249959932
38, 96, 1,1,0.9990831350217247,1.234359290833355
39, 12, 40,8,1.6861681993061821,3.4603692216385267
39, 97, 1,1,0.9884676317084035,1.0752907057551724
39, 98, 1,1,0.8983489530665991,0.9263812576210733
40, 12, 41,9,2.9020012765973826,8.696227628594134
40, 99, 1,1,0.9991676501053851,1.140927779868126
41, 12, 42,9,2.270016522533005,5.7223579034777785
41, 100, 1,1,0.989218914822021,1.137349171049903
42, 12, 43,8,1.7233574737866295,3.589927618692222
42, 101, 1,1,0.9991521394576419,1.3116297116071027
42, 102, 1,1,0.9029285778545106,1.0189689684122787
43, 12, 44,7,1.9029249749928847,4.24373043190893
43, 103, 1,1,0.738095131133054,0.78825412645146
43, 104, 1,1,0.7967955246377773,0.9960458783724595
43, 105, 1,1,0.9885163960572785,1.14862574778343
44, 12, 45,8,1.9243673393535556,4.32489573585001
44, 106, 1,1,0.9991310353461439,1.4195232014266015
44, 107, 1,1,0.8921659592518864,1.2307277869869717
45, 12, 46,8,2.2583481604095295,5.672483328396114
45, 108, 1,1,0.798600614181787,1.0081581036140301
45, 109, 1,1,0.9871734940897603,1.418800029832564
46, 12, 47,8,1.7546334434525357,3.7004490960257534
46, 110, 1,1,0.9990540210347147,1.057021257682151
46, 111, 1,1,0.8962406619633482,1.1382489938489067
47, 12, 48,7,1.905845054437751,4.254745219408235
47, 112, 1,1,0.7483408805750456,0.8504512964402366
47, 113, 1,1,0.8176867461532904,0.9160085927299372
47, 114, 1,1,0.9879179533712182,1.2329536151667682
48, 12, 49,8,1.9240453626470773,4.323672124627579
48, 115, 1,1,0.9991571564529225,0.8719215735822434
48, 116, 1,1,0.9104497862765752,0.9153557058853391
49, 12, 50,9,2.808088477110294,8.221027685622037
49, 117, 1,1,0.9903509030065069,1.2440735058538734
50, 12, 51,9,2.262192352605986,5.688894144183756
50, 118, 1,1,0.9991906434962959,0.9275717956162189
51, 12, 52,7,1.2881574244895213,2.203234955897385
51, 119, 1,1,0.7957788924038277,1.2103272015953586
51, 120, 1,1,0.9879384166986113,1.3229377109632638
51, 121, 1,1,0.8957131924080423,1.3215959997697138
52, 12, 53,8,2.6324144870497177,7.362970371426291
52, 122, 1,1,0.7586245618623928,0.6510010965259171
52, 123, 1,1,0.998975917636668,1.6566549918398246
53, 12, 54,9,2.3105909266903035,5.897234587788423
53, 124, 1,1,0.9887673196153108,1.2386419582241461
54, 12, 55,7,1.2241687252264701,2.0238173934517927
54, 125, 1,1,0.8146458756801902,1.0821516776593918
54, 126, 1,1,0.9989895121033286,1.3513853002305367
54, 127, 1,1,0.9057551809231525,0.8812656465991362
55, 12, 56,8,2.6891361023123683,7.635597069942809
55, 128, 1,1,0.733612128980917,0.8991305568641351
55, 129, 1,1,0.9893428368286887,1.4872200165084821
56, 12, 57,9,2.2484228161556676,5.630205712315677
56, 130, 1,1,0.9992544987533101,1.2170416677794111
57, 12, 58,8,1.7664382761112518,3.742534422469232
57, 131, 1,1,0.9894034905820202,1.2929930452966483
57, 132, 1,1,0.8977177015585688,1.0561256820057459
58, 12, 59,7,1.8605479707704728,4.08525166373954
58, 133, 1,1,0.727351701059661,0.9570082922240553
58, 134, 1,1,0.8133534442870161,0.7518404738552893
58, 135, 1,1,0.9989701665100137,1.6040028638048147
59, 12, 60,8,1.9797141969316259,4.537416958425275
59, 136, 1,1,0.989334407963196,1.2208977454265681
59, 137, 1,1,0.8930569378097757,1.2859376185453941
60, 12, 61,7,1.8231231513531947,3.94743315693825
60, 138, 1,1,0.7376047423217033,1.0049437336640146
60, 139, 1,1,0.7840011809557867,0.9486430686815333
60, 140, 1,1,0.9990204570495848,1.2892252510864362
61, 12, 62,8,2.001816268952972,4.623495318277758
61, 141, 1,1,0.988975409171061,1.2252947600693174
61, 142, 1,1,0.8803916470755527,1.040518530740853
62, 12, 63,9,2.7275724301754822,7.822740563797465
62, 143, 1,1,0.9990318760563814,1.088068471316669
63, 12, 64,9,2.334331775419571,6.000598382635661
63, 144, 1,1,0.9881603152109655,1.4111297686695974
64, 12, 65,8,1.699983785719609,3.5082629740704845
64, 145, 1,1,0.9991633493522607,1.1388012706732642
64, 146, 1,1,0.883813436252138,0.9126010546348069
65, 12, 66,7,1.9101218224205567,4.270899487266131
65, 147, 1,1,0.7563363245895197,1.0676266541226316
65, 148, 1,1,0.7902187857577271,1.0946045139475864
65, 149, 1,1,0.9881984424900809,1.205349857509872
66, 12, 67,8,1.9206753186168317,4.3108737624490026
66, 150, 1,1,0.9991589903062273,1.5956526187011764
66, 151, 1,1,0.8970963420207188,1.2537692703051522
67, 12, 68,8,2.260074047481486,5.679848619897969
67, 152, 1,1,0.7934885124828,0.8634706104652643
67, 153, 1,1,0.9865986337508057,1.3107207053807446
68, 12, 69,9,2.504025011082323,6.761600384182316
68, 154, 1,1,0.9991691941264484,1.4764855110469122
69, 12, 70,8,1.686390814667129,3.461138731364109
69, 155, 1,1,0.9872890394492447,1.2655617447858807
69, 156, 1,1,0.8856545326263626,1.4159377826978283
70, 12, 71,7,1.8889913620233232,4.191339171616409
70, 157, 1,1,0.7699282570586639,0.8967281361457917
70, 158, 1,1,0.8210696665228927,0.8253960434227878
70, 159, 1,1,0.9989576876507003,1.1465139393547423
71, 12, 72,8,1.9655162752935653,4.4824858785106425
71, 160, 1,1,0.9890271964810341,1.4980335560364646
71, 161, 1,1,0.8868328462259839,0.911111091513507
72, 12, 73,8,2.206213016607771,5.451920168599203
72, 162, 1,1,0.7987795848388743,1.016332444491254
72, 163, 1,1,0.9991696541870483,0.9730393122035281
73, 12, 74,8,1.8184976143644986,3.930539320245706
73, 164, 1,1,0.9876482298982046,1.1180582317784844
73, 165, 1,1,0.8876141233398834,1.1898535373077372
74, 12, 75,8,2.2717303252598704,5.729698968751293
74, 166, 1,1,0.7962471701035797,0.7584320374751519
74, 167, 1,1,0.9991679558490527,1.2786984976416569
75, 12, 76,8,1.7844644568661816,3.807189575344767
75, 168, 1,1,0.9887097649379559,1.1453874407276854
75, 169, 1,1,0.8901554560679014,0.9965936857050037
76, 12, 77,8,2.2871419515628935,5.795894921457008
76, 170, 1,1,0.7890098426846157,0.922630191881143
76, 171, 1,1,0.9990539005880235,1.6163292588027853
77, 12, 78,8,1.7766402269446782,3.7790682717149484
77, 172, 1,1,0.9885760605777577,1.0173198296504877
77, 173, 1,1,0.8795195997136943,1.3066500854107523
78, 12, 79,9,2.854359290032398,8.45373137800482
78, 174, 1,1,0.9990699026245119,1.5258285308190336
79, 12, 80,8,1.5936147105844403,3.1467703206732796
79, 175, 1,1,0.9886048258533944,1.2967343300460707
79, 176, 1,1,0.9040393597054085,1.2808299366005955
80, 12, 81,7,1.9265440967537437,4.333171955691164
80, 177, 1,1,0.7689465182655562,0.8095889995486393
80, 178, 1,1,0.8365461339053464,0.6944044594183625
80, 179, 1,1,0.9992408115798518,1.246460545370096
81, 12, 82,8,1.9471833537537915,4.411978709011277
81, 180, 1,1,0.9879017596565196,1.300728809165962
81, 181, 1,1,0.8962825087400897,0.9970441024293615
82, 12, 83,7,1.834652014165337,3.9896741008801513
82, 182, 1,1,0.7235677964174086,0.9120168026122129
82, 183, 1,1,0.7925185604949109,0.9480333094317565
82, 184, 1,1,0.9990696315529608,1.6737405407513273
83, 12, 84,8,1.996059609354913,4.601009169545818
83, 185, 1,1,0.9882177013769191,1.498880790002909
83, 186, 1,1,0.8838307489821893,0.936554497910155
84, 12, 85,9,2.7309689766286867,7.8393711727209805
84, 187, 1,1,0.9990731779411278,1.2591912090188655
85, 12, 86,8,1.6284739297811295,3.2633973368328513
85, 188, 1,1,0.9898259986487251,0.977784383035256
85, 189, 1,1,0.9026003551996648,1.155873725179578
86, 12, 87,7,1.9124342932970397,4.279645039875018
86, 190, 1,1,0.7449321167142859,0.9227101999074077
86, 191, 1,1,0.7874924239057562,0.8114878185593998
86, 192, 1,1,0.9990427360197012,1.1355418946812799
87, 12, 88,8,1.9540679789502249,4.438400677117084
87, 193, 1,1,0.9874020325453159,1.2976499807649633
87, 194, 1,1,0.9088100352336032,1.0826237631589763
88, 12, 89,8,2.211689603272521,5.47491390770933
88, 195, 1,1,0.7986268538730968,1.0282049040407566
88, 196, 1,1,0.9992148977266557,0.9618496668181158
89, 12, 90,9,2.570380782935719,7.069674819485002
89, 197, 1,1,0.9869159154510141,1.5455558070971886
90, 12, 91,9,2.3522779055995944,6.079241114765313
90, 198, 1,1,0.9989830369728666,1.459530984401205
91, 12, 92,8,1.7327049980675815,3.6228100838889032
91, 199, 1,1,0.9882546574781857,0.9772093360456562
91, 200, 1,1,0.8843694709042437,1.3116479549471958
92, 12, 93,7,1.870242651473169,4.121280580954277
92, 201, 1,1,0.731148427078656,0.8095878782710764
92, 202, 1,1,0.8181542384329888,0.9051475977256623
92, 203, 1,1,0.999161853269008,1.2428624042109457
93, 12, 94,8,1.9746699644503067,4.517868426158665
93, 204, 1,1,0.9872917900942633,1.103733067353703
93, 205, 1,1,0.8963415668041488,0.9903626599473936
94, 12, 95,8,2.3663407984654383,6.1411721012186575
94, 206, 1,1,0.7358154015795076,0.9924916647200932
94, 207, 1,1,0.9990386754395502,1.2465245811677557
95, 12, 96,8,1.7144517811408388,3.5587180810673447
95, 208, 1,1,0.989861262589741,1.1310453224223078
95, 209, 1,1,0.8877016206298879,1.2621208912590496
96, 12, 97,7,1.8842210581017214,4.1734662313217346
96, 210, 1,1,0.7313363061043187,0.981980027369019
96, 211, 1,1,0.7971634882248504,0.8434732333671733
96, 212, 1,1,0.9989142586473357,1.2165680883227943
97, 12, 98,8,1.9683615007279842,4.493471081665163
97, 213, 1,1,0.9879133952562433,1.3762351266216073
97, 214, 1,1,0.9035234708636729,0.955292576278357
98, 12, 99,7,1.8272274877161634,3.962449222833186
98, 215, 1,1,0.7548856194632525,1.0793645171538362
98, 216, 1,1,0.8087264215483647,1.0674585845128846
98, 217, 1,1,0.9991207102724289,1.4065040643209596
99, 12, 100,8,1.9997729420476786,4.615508510813097
99, 218, 1,1,0.9899046516989335,1.0369031331727814
99, 219, 1,1,0.8979799694264982,1.2435158343435098
100, 12, 101,8,2.1904037183846694,5.385775718164293
100, 220, 1,1,0.7749726345056949,0.9203549881496536
100, 221, 1,1,0.9991937795287074,0.9201110393194407
101, 12, 102,8,1.8263762024493062,3.959332728770188
101, 222, 1,1,0.9881755660149067,0.9494557765210894
101, 223, 1,1,0.9016316701060185,1.0834747862419494
102, 12, 103,8,2.268055924484306,5.713964617096207
102, 224, 1,1,0.8004010529390909,0.9723092514662773
102, 225, 1,1,0.9991223359929589,1.0067666463334028
103, 12, 104,8,1.7863027950359713,3.813809666091993
103, 226, 1,1,0.9897435522764398,1.1347847260600796
103, 227, 1,1,0.901655645575326,1.1685739334445597
104, 12, 105,8,2.2862878062292573,5.792217709181164
104, 228, 1,1,0.8088443384770929,0.7983079861015967
104, 229, 1,1,0.9990419989721432,0.8122346435755043
105, 12, 106,8,1.7770684278267073,3.780604987211528
105, 230, 1,1,0.9887400821269451,1.211842636857026
105, 231, 1,1,0.8883163387890929,0.8599521421940081
106, 12, 107,7,1.867799910549209,4.112189788876093
106, 232, 1,1,0.743627396422685,0.7879730339332003
106, 233, 1,1,0.803130146392976,1.117667815113773
106, 234, 1,1,0.9989751116516788,1.5507448104221848
107, 12, 108,8,1.977078825590068,4.5271992956968345
107, 235, 1,1,0.9885854034941346,0.8162378217316393
107, 236, 1,1,0.8848016113791659,1.1846278155022696
108, 12, 109,7,1.8242899996361186,3.951699702948702
108, 237, 1,1,0.7427244677597375,0.9482668026940124
108, 238, 1,1,0.7994966523093157,1.0857329384311745
108, 239, 1,1,0.9990402035919613,1.4396516714417227
109, 12, 110,8,2.001254404696598,4.6212985577418975
109, 240, 1,1,0.9883189476187171,1.3140737650204724
109, 241, 1,1,0.8884878567242371,0.9090192093808402
110, 12, 111,8,2.189702121465403,5.382848293127731
110, 242, 1,1,0.7981032086542841,1.1653742106387515
110, 243, 1,1,0.9991175185504468,1.6309616800196645
111, 12, 112,8,1.8267231110564084,3.96060261022938
111, 244, 1,1,0.9878229662668488,1.0822844679880768
111, 245, 1,1,0.8956091352758506,1.064669064955129
112, 12, 113,8,2.267893476562505,5.71326941617839
112, 246, 1,1,0.7976317011057501,1.0697299543554974
112, 247, 1,1,0.9992125160682523,1.0306511124086588
113, 12, 114,8,1.786383925942344,3.814101941581197
113, 248, 1,1,0.9890053978095247,1.6426511680670561
113, 249, 1,1,0.8825408332428342,1.3300942615765896
114, 12, 115,9,2.8487360339517735,8.42530287677721
114, 250, 1,1,0.9990926785842117,0.8965623762270205
115, 12, 116,9,2.2904698441567684,5.810231450857373
115, 251, 1,1,0.9897854624495069,1.1760834996480956
116, 12, 117,8,1.7121389519197796,3.5506318496024667
116, 252, 1,1,0.9991700322566971,1.3589275503331932
116, 253, 1,1,0.8932606197244914,0.9262905493688014
117, 12, 118,8,2.3311912009951135,5.9868808521669346
117, 254, 1,1,0.8100491334188301,0.8632369695583848
117, 255, 1,1,0.9876034071429652,0.9351972633681023
118, 12, 119,8,1.7153248392004616,3.561772544279172
118, 256, 1,1,0.9992021182914836,0.7954050389247198
118, 257, 1,1,0.8877568772095642,1.081634174511178
119, 12, 120,7,1.9161002462273202,4.2935249443190715
119, 258, 1,1,0.7305187005000923,0.7862245004719186
119, 259, 1,1,0.7946733678201512,0.784068580197993
119, 260, 1,1,0.9878602668462256,1.3145828728922286
120, 12, 121,8,1.9186089508956106,4.303034342248289
120, 261, 1,1,0.9991085652498234,1.4341721205204283
120, 262, 1,1,0.8933833416439279,0.8280553753237112
121, 12, 122,9,2.8112503698022264,8.236840904230519
121, 263, 1,1,0.9890347882912396,1.143413540874353
122, 12, 123,8,1.5633889588832253,3.0471080459583355
122, 264, 1,1,0.9991912520985484,1.158880781760764
122, 265, 1,1,0.8937309632171161,1.150129517220554
123, 12, 124,7,1.964099970670416,4.47702190210934
123, 266, 1,1,0.7352492053333157,0.9843236168306242
123, 267, 1,1,0.8190990238405762,0.7243630286853407
123, 268, 1,1,0.9893227566311518,1.0906702029751216
124, 12, 125,8,1.8940981512325092,4.210508850124311
124, 269, 1,1,0.9991448928908297,1.3389795506231768
124, 270, 1,1,0.8904408845496621,0.8991332902220808
125, 12, 126,8,2.272656052273516,5.733665986055689
125, 271, 1,1,0.7862498959169628,0.8308033122360773
125, 272, 1,1,0.9887651597324841,1.4227673133793157
126, 12, 127,8,1.747506814744589,3.675140050231152
126, 273, 1,1,0.9989909314487683,1.383408358371868
126, 274, 1,1,0.8964769273636133,1.066290776902806
127, 12, 128,7,1.908072349293029,4.263154936120512
127, 275, 1,1,0.7310199221783603,0.9430094896078315
127, 276, 1,1,0.8209782960509535,0.8532251399508363
127, 277, 1,1,0.9875889621768166,1.2302262050787645
128, 12, 129,8,1.922904547705167,4.319337861200951
128, 278, 1,1,0.9990328996230924,0.9018636423648376
128, 279, 1,1,0.9008884337602571,0.7376036391262604
129, 12, 130,7,1.8723009513760926,4.128947287910272
129, 280, 1,1,0.7290065936914494,0.9435062584152782
129, 281, 1,1,0.8021337988805642,1.0348655492463354
129, 282, 1,1,0.9881873390269246,1.2711643089588913
130, 12, 131,8,1.942969355419546,4.395839293008918
130, 283, 1,1,0.9990987919285128,0.9758418886660585
130, 284, 1,1,0.8970658255102568,1.2415522200617009
131, 12, 132,8,2.250055588723296,5.637151333335487
131, 285, 1,1,0.8050338285635315,0.9781693332948325
131, 286, 1,1,0.9881173867142526,1.0126376816171536
132, 12, 133,8,1.7588269376561352,3.715376108959667
132, 287, 1,1,0.9991470528074018,0.8354713951474737
132, 288, 1,1,0.8956982643340723,1.079650400032187
133, 12, 134,8,2.331488537452452,5.9881789963220555
133, 289, 1,1,0.8159431236303468,0.8694251216657451
133, 290, 1,1,0.9874541392232974,1.2253827757308486
134, 12, 135,8,1.7164609891480436,3.565749123675338
134, 291, 1,1,0.9991839158981268,1.0571537196963672
134, 292, 1,1,0.8873584850420527,1.061966360709565
135, 12, 136,8,2.3505516362886447,6.071657339714891
135, 293, 1,1,0.789330729861985,0.9819465498522431
135, 294, 1,1,0.9885035183379116,1.2517610740519403
136, 12, 137,9,2.450178353723731,6.515924360322373
136, 295, 1,1,0.9990351317787721,1.4334214562506147
137, 12, 138,8,1.7032725832272395,3.5197052903366703
137, 296, 1,1,0.9885455730073256,1.3623993134265506
137, 297, 1,1,0.888909544913236,1.004033642766884
138, 12, 139,8,2.3076219868729075,5.884362257145657
138, 298, 1,1,0.8174277934834936,0.7168366076283961
138, 299, 1,1,0.9990359874665806,1.18324672542099
139, 12, 140,9,2.5130977952462032,6.803376904023967
139, 300, 1,1,0.9876044687796948,0.9992161809089737
140, 12, 141,9,2.375404713810628,6.181230229472286
140, 301, 1,1,0.9991611194071061,1.3431067950457667
141, 12, 142,8,1.7269317601117942,3.602486090627072
141, 302, 1,1,0.9884498259528475,1.507437693666655
141, 303, 1,1,0.8949593271861268,1.105547419004936
142, 12, 143,8,2.293219841708823,5.8220898172393065
142, 304, 1,1,0.8092857111587725,0.8853025309871405
142, 305, 1,1,0.9990441282266858,1.4616240682328148
143, 12, 144,8,1.772384703014045,3.7638106125643644
143, 306, 1,1,0.9877053903599621,1.2009219641874627
143, 307, 1,1,0.8889362665200525,1.01744002097535
144, 12, 145,8,2.433367040896506,6.440019104792874
144, 308, 1,1,0.7384663487079373,0.8635309564130658
144, 309, 1,1,0.9990376406237765,1.5005197309944922
145, 12, 146,7,1.2026038052020678,1.9648086450161908
145, 310, 1,1,0.7893594972407323,1.215697524088659
145, 311, 1,1,0.988998676315905,0.9067705693319406
145, 312, 1,1,0.9002510608547173,1.0807595533974406
146, 12, 147,8,2.6823598876523924,7.602805210691154
146, 313, 1,1,0.7836712824008967,0.8247112482744052
146, 314, 1,1,0.9991386639555073,1.5514327145848665
147, 12, 148,9,2.288893690872519,5.803439513628191
147, 315, 1,1,0.9892673385028625,1.2950141821461199
148, 12, 149,8,1.7061809112304815,3.5298370788951816
148, 316, 1,1,0.9991651708320727,0.8822541521418102
148, 317, 1,1,0.8874867782588695,0.8619527301545039
149, 12, 150,7,1.9080315821816238,4.263000946030279
149, 318, 1,1,0.743514034364888,0.9281605304253202
149, 319, 1,1,0.8039934955590629,0.7211591315042414
149, 320, 1,1,0.9879115250704514,1.6028235411883083
150, 12, 151,8,1.921730855661432,4.314880620850524
150, 321, 1,1,0.9991082598045091,1.0120732279475295
150, 322, 1,1,0.8919303991890258,1.4007821940730187
151, 12, 152,7,1.8724086583266888,4.12934863921388
151, 323, 1,1,0.7638757741519864,0.9416087176058594
151, 324, 1,1,0.8004117894721193,1.00618047183977
151, 325, 1,1,0.988984673480033,1.0687564024985394
152, 12, 153,8,1.9428904938653744,4.395537497098254
152, 326, 1,1,0.9991260512156966,1.0987725143397553
152, 327, 1,1,0.906578282094632,0.8640024524579248
153, 12, 154,8,2.250089131077151,5.63729405682973
153, 328, 1,1,0.7964190182514091,1.02445253657672
153, 329, 1,1,0.9892674926331545,1.5028624827417914
154, 12, 155,8,1.7588097439326114,3.715314854617591
154, 330, 1,1,0.9991085983120376,1.1393203960177856
154, 331, 1,1,0.8924405906541036,1.3269865154474831
155, 12, 156,9,2.8995004922078937,8.683425810825423
155, 332, 1,1,0.9894268915156098,1.1286411369046723
156, 12, 157,9,2.2292051210011596,5.548730663925116
156, 333, 1,1,0.9990536961536806,1.3553380132471595
157, 12, 158,8,1.7840076420724476,3.805545285887252
157, 334, 1,1,0.9897423760463836,1.2230808067335854
157, 335, 1,1,0.9021712363033842,1.1280771894819925
158, 12, 159,8,2.2669476589647197,5.709222477285112
158, 336, 1,1,0.8066430882851523,1.12153091526403
158, 337, 1,1,0.9991140261546606,1.033010907994631
159, 12, 160,8,1.7855613177778578,3.8111389229725785
159, 338, 1,1,0.989176914339578,1.5360573399904949
159, 339, 1,1,0.8889991084550226,0.9384899285632745
160, 12, 161,8,2.427841851052059,6.415155120430824
160, 340, 1,1,0.7495576293222765,0.8236036487978642
160, 341, 1,1,0.9991223269181597,1.1756617953721544
161, 12, 162,8,1.6807498737310995,3.4416622458172896
161, 342, 1,1,0.9882944279910195,1.3166995869107885
161, 343, 1,1,0.8803144504271286,1.1007790385779406
162, 12, 163,8,2.309328453158329,5.891759457600204
162, 344, 1,1,0.7948343118951511,0.9681077821523346
162, 345, 1,1,0.9991470434569703,1.230694638835993
163, 12, 164,8,1.7646968198925321,3.7363132430678303
163, 346, 1,1,0.9868954111984737,1.3194615268443037
163, 347, 1,1,0.889492123629217,1.0091896865834435
164, 12, 165,9,2.8614490557066246,8.489632205645131
164, 348, 1,1,0.9990631964762977,1.4178111911853641
165, 12, 166,8,1.5912497853039242,3.138923455945568
165, 349, 1,1,0.9882214107952006,0.9957445028775284
165, 350, 1,1,0.9022722971515706,1.2999829044269116
166, 12, 167,8,2.3627429785742113,6.125302308448957
166, 351, 1,1,0.8115085551499476,0.7495462785693427
166, 352, 1,1,0.9990749381372676,1.297744520285182
