t,id,output
0, 4, 1.1711496386591933
0, 10, 1.0372549522211019
0, 12, 0.214268597200725
0, 16, 1.3899401976890808
0, 20, 1.2190872796939862
0, 22, 0.15444887538012023
0, 28, 0.7339142056397452
0, 32, 0.7556140100073052
0, 34, 1.3302391587214317
0, 38, 0.5411233789761489
0, 44, 0.8787661423222745
0, 50, 0.6008560000654783
0, 56, 1.1508737379553422
0, 64, 0.08213543756168712
0, 66, 0.9113040646964361
0, 74, 1.407328216911937
0, 76, 0.5213164447966945
0, 78, 0.40913348284516726
0, 80, 0.7558363208355162
0, 82, 0.5247765307052293
0, 84, 0.6990590319997487
0, 88, 0.934890477945117
0, 92, 0.004122677720772323
0, 94, 0.28360856303506143
0, 96, 0.41913117379654197
0, 98, 0.9356511918436252
0, 102, 0.07741126606936004
0, 116, 0.4741507875162815
0, 120, 0.5787593780311612
0, 124, 0.4485494148141027
0, 126, 0.9047611826268402
0, 128, 0.5975585814072669
0, 130, 0.2900993823726763
0, 132, 0.2230504183447125
0, 134, 1.3460732703989426
0, 136, 0.5748426311155793
0, 138, 0.07909818823037135
0, 142, 0.5676583258718391
0, 144, 1.0121712759837203
0, 148, 0.09010385156312131
0, 150, 0.34583087337894985
0, 152, 1.2534273743731388
0, 154, 0.1196432261532476
0, 156, 0.012693203199299705
0, 160, 0.29478601007221383
0, 166, 0.5801774928675156
0, 170, 0.4554821841084112
0, 172, 0.473801678770566
0, 174, 0.3591829874979842
0, 176, 1.2598186651048273
0, 178, 1.4441522198228696
0, 180, 0.8337714998870729
0, 190, 0.36477445128558594
0, 192, 1.2816011842280421
0, 196, 0.6900931751243709
0, 202, 1.4057910209736224
0, 208, 0.16351412360696244
0, 210, 0.7389462901961397
0, 216, 0.08933855148057276
0, 220, 0.7818437518810365
0, 222, 0.2835776051581467
0, 228, 0.9036567170515042
0, 230, 0.4796205882181345
0, 232, 0.4736113147391401
0, 242, 0.8797603408899071
0, 244, 0.27177498850557763
0, 246, 0.03266090525191809
0, 250, 1.210248901485955
0, 254, 0.9723120869483898
0, 256, 0.7396396761091096
0, 258, 0.0009166984974020225
0, 262, 0.4071569331322458
0, 264, 0.40865837652362724
0, 266, 0.36221048452866045
0, 270, 1.4699773372124443
0, 272, 0.8548401678932479
0, 274, 0.4599308309690894
0, 278, 0.3243291987244252
0, 280, 1.1541253306000139
0, 282, 1.0492443505232807
0, 284, 0.8568700584679164
0, 286, 0.014675559842893744
0, 288, 0.9979210579724482
0, 290, 0.465403307442338
0, 294, 0.8235759356477523
0, 298, 1.3631891434934293
0, 300, 1.1059212700023644
0, 302, 0.42312346096914577
0, 308, 0.9110077514694369
0, 312, 0.9077079326218633
0, 314, 0.060391071254039086
0, 316, 0.15155358256606954
0, 318, 0.6325264703791836
